Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Alfonzo McKinnie,SF,28,LAL,29,152,13.8,.603,.429,.306,7.5,14.3,11.0,1.9,1.0,0.0,3.5,16.4,,0.3,0.2,0.5,.155,,-0.5,-1.3,-1.8,0.0
Jordan McLaughlin,PG,24,MIN,32,661,11.1,.446,.330,.089,2.2,9.7,5.8,30.0,2.5,0.8,15.5,14.0,,0.1,0.4,0.5,.037,,-2.5,-0.4,-2.9,-0.1
Ben McLemore,SG,27,HOU,32,537,8.5,.500,.741,.143,2.1,11.3,6.5,7.9,1.8,0.5,10.5,21.2,,-0.5,0.4,-0.1,-0.009,,-3.2,-1.2,-4.4,-0.3
Nicolò Melli,PF,30,TOT,28,354,6.3,.375,.580,.123,5.4,19.5,12.5,10.8,1.5,0.5,8.6,11.3,,-0.1,0.3,0.1,.019,,-4.8,0.7,-4.1,-0.2
Nicolò Melli,PF,30,NOP,22,241,5.9,.346,.627,.119,5.6,20.7,13.2,12.7,1.8,0.4,10.1,12.2,,-0.2,0.2,0.0,-0.001,,-4.9,0.5,-4.4,-0.1
Nicolò Melli,PF,30,DAL,6,113,7.1,.450,.455,.136,4.9,17.0,11.1,6.9,0.9,0.8,4.1,9.6,,0.0,0.1,0.1,.061,,-4.5,1.2,-3.4,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
De'Anthony Melton,PG,22,MEM,35,696,18.2,.610,.509,.128,3.5,14.0,8.6,19.1,2.9,2.3,13.0,20.1,,1.1,1.1,2.1,.148,,2.2,2.1,4.3,1.1
Sam Merrill,SG,24,MIL,21,149,13.0,.627,.651,.047,4.4,9.6,7.1,13.6,1.6,0.6,15.4,14.6,,0.2,0.1,0.4,.114,,0.3,-0.6,-0.2,0.1
Chimezie Metu,C,23,SAC,18,167,18.3,.625,.121,.172,10.4,20.8,15.5,13.0,0.9,4.9,15.0,18.8,,0.3,0.1,0.4,.115,,-0.5,0.1,-0.4,0.1
Khris Middleton,SF,29,MIL,49,1645,18.4,.600,.326,.226,2.5,15.6,9.3,23.4,1.6,0.4,14.3,24.8,,3.1,1.7,4.8,.140,,2.1,-0.6,1.5,1.5
Darius Miller,SF,30,OKC,18,197,16.1,.685,.875,.250,1.1,11.7,6.4,15.4,3.2,2.2,13.1,13.4,,0.4,0.3,0.7,.163,,1.2,2.7,3.9,0.3
Patty Mills,PG,32,SAS,48,1247,13.6,.590,.688,.132,1.3,5.7,3.4,14.1,1.2,0.1,8.2,19.2,,1.6,0.7,2.3,.088,,1.2,-1.7,-0.5,0.5
Paul Millsap,PF,35,DEN,40,901,16.7,.601,.386,.264,7.4,16.7,12.1,10.3,2.0,2.8,10.1,16.9,,1.7,1.1,2.8,.150,,1.0,-0.2,0.8,0.6
Shake Milton,SG,24,PHI,43,1041,14.8,.554,.288,.279,2.8,7.6,5.3,18.9,1.3,0.9,12.1,25.1,,1.0,1.1,2.1,.096,,-1.0,-1.3,-2.2,-0.1
Donovan Mitchell,SG,24,UTA,48,1611,20.9,.567,.426,.276,3.1,10.7,7.1,26.9,1.5,0.6,10.9,32.7,,3.6,1.9,5.6,.166,,3.9,-0.6,3.3,2.2
Adam Mokoka,SG,22,CHI,9,47,6.4,.433,.533,.000,2.4,7.0,4.7,11.3,2.0,1.8,11.8,15.5,,-0.1,0.0,0.0,-0.005,,-5.0,-0.6,-5.6,0.0
Malik Monk,SG,22,CHO,32,694,15.2,.598,.512,.202,1.9,11.5,6.6,14.2,1.1,0.6,11.8,24.5,,0.6,0.4,1.1,.074,,1.0,-2.0,-1.1,0.2
E'Twaun Moore,SG,31,PHO,24,348,8.8,.479,.284,.098,4.3,9.1,6.8,13.2,2.0,1.0,14.5,15.9,,-0.1,0.4,0.3,.040,,-4.4,0.7,-3.7,-0.2
Ja Morant,PG,21,MEM,41,1290,17.1,.530,.234,.389,3.1,8.9,5.9,35.0,1.3,0.5,14.6,27.8,,1.2,1.1,2.2,.083,,1.5,-2.1,-0.6,0.5
Juwan Morgan,PF,23,UTA,19,84,7.3,.469,.647,.294,7.9,12.1,10.1,6.2,2.3,0.0,9.4,10.9,,0.0,0.1,0.1,.086,,-4.1,1.3,-2.8,0.0
Marcus Morris,PF,31,LAC,40,1018,13.8,.595,.526,.138,2.8,14.1,8.6,5.8,1.0,0.9,7.4,19.9,,1.4,0.9,2.3,.108,,0.7,-1.3,-0.7,0.3
Markieff Morris,PF,31,LAL,45,879,10.7,.545,.572,.152,4.7,21.5,13.3,7.7,0.7,1.4,10.3,15.8,,0.4,1.4,1.8,.100,,-1.8,0.0,-1.8,0.0
Monte Morris,PG,25,DEN,39,1040,13.6,.564,.365,.195,0.9,8.2,4.6,16.8,1.3,1.1,7.5,16.2,,1.7,0.7,2.3,.108,,0.0,-1.2,-1.2,0.2
Mychal Mulder,PG,26,GSW,41,412,8.9,.579,.870,.138,0.3,8.8,4.5,5.4,0.9,1.7,6.5,14.4,,0.1,0.3,0.4,.050,,-2.0,-1.1,-3.1,-0.1
Dejounte Murray,PG,24,SAS,47,1489,16.7,.514,.202,.140,2.4,21.1,11.5,25.5,2.3,0.3,10.0,23.4,,0.6,1.9,2.5,.082,,-0.3,0.9,0.6,1.0
Jamal Murray,PG,23,DEN,47,1671,18.6,.595,.400,.189,2.5,10.3,6.5,20.1,1.8,0.7,11.0,24.7,,3.4,1.3,4.7,.136,,2.8,-1.0,1.8,1.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Muscala,C,29,OKC,35,645,14.8,.599,.689,.135,3.1,18.3,10.7,7.0,0.6,1.5,6.9,20.4,,0.8,0.5,1.4,.101,,0.8,-1.2,-0.3,0.3
Sviatoslav Mykhailiuk,SF-SG,23,TOT,47,894,10.8,.540,.708,.129,1.9,11.6,6.7,12.8,2.1,0.8,14.9,19.2,,-0.4,0.8,0.5,.024,,-1.6,-0.6,-2.2,0.0
Sviatoslav Mykhailiuk,SF,23,DET,36,634,10.2,.527,.767,.135,1.9,11.4,6.5,13.6,2.1,0.8,14.2,18.9,,-0.2,0.6,0.3,.024,,-1.3,-0.8,-2.1,0.0
Sviatoslav Mykhailiuk,SG,23,OKC,11,260,12.2,.571,.568,.116,2.0,12.1,7.1,10.8,2.2,0.7,16.7,19.9,,-0.1,0.3,0.1,.026,,-2.3,-0.1,-2.4,0.0
Abdel Nader,SF,27,PHO,24,355,13.4,.605,.371,.319,2.3,16.8,9.8,7.4,1.4,2.3,12.6,19.0,,0.3,0.5,0.8,.104,,-1.2,0.8,-0.4,0.2
Larry Nance Jr.,PF,28,CLE,29,950,14.1,.575,.403,.174,5.7,18.7,12.1,14.1,2.7,1.6,14.8,13.7,,0.8,1.2,2.0,.101,,-0.5,1.9,1.3,0.8
Aaron Nesmith,SF,21,BOS,29,396,6.0,.500,.710,.172,3.9,14.6,9.2,3.3,1.1,1.4,13.0,12.5,,-0.1,0.3,0.2,.023,,-4.3,-0.8,-5.1,-0.3
Raul Neto,PG,28,WAS,44,911,12.0,.530,.373,.150,2.0,9.9,5.9,14.9,2.5,0.4,9.2,16.9,,0.4,0.8,1.2,.063,,-2.1,0.3,-1.8,0.0
Georges Niang,PF,27,UTA,51,697,9.5,.572,.726,.021,2.7,13.4,8.3,7.2,1.0,0.7,11.9,16.5,,0.4,0.8,1.2,.081,,-1.6,0.0,-1.6,0.1
Zeke Nnaji,PF,20,DEN,33,332,12.1,.662,.571,.179,4.5,14.2,9.4,2.0,0.6,1.2,7.2,12.8,,0.6,0.2,0.8,.113,,-0.2,-1.7,-1.9,0.0
Nerlens Noel,C,26,NYK,46,1050,14.0,.615,.012,.273,10.3,18.4,14.3,3.9,2.2,8.7,23.4,9.9,,0.6,2.4,3.0,.137,,-3.1,3.1,0.0,0.5
Jaylen Nowell,SG,21,MIN,36,687,13.7,.550,.434,.161,2.7,10.8,6.6,13.5,1.4,1.2,7.7,21.6,,0.6,0.3,0.9,.061,,-0.9,-1.4,-2.3,0.0
Frank Ntilikina,PG,22,NYK,18,253,7.0,.499,.578,.219,1.7,8.5,5.1,7.7,3.0,0.4,12.5,14.0,,-0.1,0.4,0.3,.052,,-5.5,1.7,-3.8,-0.1
Kendrick Nunn,PG,25,MIA,38,1087,12.9,.566,.478,.099,1.7,10.3,6.1,15.0,1.8,0.9,11.4,21.1,,0.3,1.2,1.5,.066,,-1.0,-0.1,-1.1,0.2
Jusuf Nurkić,C,26,POR,17,378,16.4,.530,.136,.326,9.0,28.0,18.1,18.9,2.1,3.1,18.4,21.1,,0.2,0.4,0.6,.074,,-2.2,0.4,-1.8,0.0
David Nwaba,SF,28,HOU,30,679,14.6,.557,.289,.312,6.0,12.7,9.2,7.0,2.1,2.8,6.4,16.7,,0.8,0.7,1.5,.106,,-1.3,1.0,-0.3,0.3
Jordan Nwora,SF,22,MIL,19,155,11.7,.544,.448,.254,2.1,18.4,10.6,3.4,3.0,1.7,16.8,24.3,,-0.2,0.3,0.1,.018,,-3.3,-0.9,-4.2,-0.1
Royce O'Neale,SF,27,UTA,51,1618,9.6,.600,.736,.136,4.1,17.3,11.0,9.9,1.2,1.2,16.4,9.4,,1.7,2.3,4.0,.117,,-1.4,1.5,0.1,0.9
Semi Ojeleye,PF,26,BOS,42,791,8.6,.572,.721,.179,3.5,13.3,8.3,5.3,0.7,0.0,7.7,11.4,,0.8,0.4,1.2,.073,,-1.1,-1.3,-2.4,-0.1
Jahlil Okafor,C,25,DET,12,120,15.5,.595,.071,.048,11.9,13.3,12.6,4.3,0.8,1.5,8.5,17.1,,0.2,0.1,0.2,.097,,-0.6,-2.5,-3.1,0.0
Chuma Okeke,PF,22,ORL,35,840,11.5,.531,.460,.127,4.0,13.7,8.6,12.5,1.8,1.7,11.1,13.0,,0.5,0.8,1.2,.071,,-1.8,0.6,-1.3,0.2
Josh Okogie,SG,22,MIN,39,777,7.7,.478,.418,.394,4.9,9.0,6.9,7.3,2.1,1.7,12.6,12.0,,-0.1,0.5,0.4,.026,,-4.8,0.0,-4.7,-0.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onyeka Okongwu,C,20,ATL,30,320,15.4,.608,.013,.494,10.8,19.8,15.4,3.2,1.8,5.2,13.0,14.6,,0.4,0.4,0.9,.133,,-2.9,0.6,-2.3,0.0
Isaac Okoro,SG,20,CLE,45,1437,6.6,.516,.396,.259,2.8,7.1,4.9,7.6,1.6,1.3,15.8,12.7,,-0.5,0.9,0.4,.012,,-4.7,-0.4,-5.1,-1.1
KZ Okpala,PF,21,MIA,25,322,5.2,.488,.561,.091,5.4,11.8,8.7,4.8,0.9,2.6,14.9,11.2,,-0.2,0.3,0.2,.025,,-6.0,-0.6,-6.6,-0.4
Victor Oladipo,SG,28,TOT,32,1055,14.3,.506,.415,.232,1.1,15.3,8.0,23.5,1.9,1.1,11.2,28.8,,-0.7,1.1,0.4,.019,,-0.8,-1.0,-1.8,0.0
Victor Oladipo,SG,28,IND,9,300,15.8,.535,.454,.243,0.4,18.7,9.5,19.2,2.4,0.6,9.7,26.8,,0.1,0.3,0.4,.066,,1.5,-0.8,0.6,0.2
Victor Oladipo,SG,28,HOU,20,669,15.1,.508,.402,.218,1.2,14.4,7.6,25.8,1.7,1.3,10.9,29.9,,-0.3,0.6,0.3,.020,,-0.3,-0.7,-1.0,0.2
Victor Oladipo,G,28,MIA,3,86,2.1,.372,.400,.343,2.7,10.1,6.5,20.9,2.3,1.2,19.9,26.2,,-0.4,0.1,-0.3,-0.155,,-12.2,-4.2,-16.4,-0.3
Kelly Olynyk,C-PF,29,TOT,50,1359,13.7,.583,.623,.138,4.0,21.0,12.7,12.8,1.7,2.5,12.4,17.8,,0.9,2.1,3.0,.105,,-0.9,1.1,0.2,0.8
Kelly Olynyk,C,29,MIA,43,1157,12.1,.549,.646,.106,4.4,20.3,12.6,12.0,1.7,2.3,12.3,17.4,,0.2,1.8,2.0,.083,,-1.6,0.7,-0.9,0.3
Kelly Olynyk,PF,29,HOU,7,202,23.2,.747,.500,.306,1.5,25.2,12.9,17.5,1.9,3.1,12.8,19.8,,0.7,0.3,1.0,.228,,3.0,3.0,6.0,0.4
Miye Oni,SG,23,UTA,35,302,7.4,.555,.875,.094,5.8,14.5,10.3,4.3,0.8,1.8,14.2,11.1,,0.2,0.4,0.5,.086,,-2.9,0.5,-2.3,0.0
Cedi Osman,SF,25,CLE,46,1131,9.9,.465,.570,.158,2.7,12.8,7.6,16.0,1.9,0.6,8.9,20.3,,-0.5,0.9,0.4,.016,,-1.9,-0.8,-2.7,-0.2
Daniel Oturu,C,21,LAC,18,77,12.2,.525,.043,.174,11.9,18.5,15.3,10.9,0.6,3.4,16.8,17.1,,0.0,0.1,0.1,.080,,-4.3,-1.3,-5.6,-0.1
Kelly Oubre Jr.,SF,25,GSW,49,1506,13.0,.522,.389,.226,5.1,15.8,10.4,6.7,1.6,2.2,7.9,21.8,,-0.2,1.8,1.6,.050,,-1.8,-0.6,-2.3,-0.1
Jabari Parker,PF,25,SAC,3,27,5.1,.571,.143,.000,4.0,20.7,12.3,5.0,0.0,3.1,30.0,15.9,,0.0,0.0,0.0,-0.078,,-7.5,-1.3,-8.8,0.0
Eric Paschall,PF,24,GSW,39,676,13.4,.555,.181,.304,4.2,15.3,9.7,11.9,0.8,0.9,11.0,23.5,,0.2,0.6,0.7,.052,,-1.7,-1.5,-3.1,-0.2
Anžejs Pasečņiks,C,25,WAS,1,6,-40.7,.000,1.000,.000,17.5,0.0,8.8,19.2,0.0,0.0,83.3,41.7,,-0.1,0.0,-0.1,-1.123,,-40.1,-7.1,-47.1,-0.1
Patrick Patterson,PF,31,LAC,23,315,11.4,.607,.690,.115,2.9,11.5,7.3,5.1,1.6,1.7,8.0,14.0,,0.4,0.3,0.7,.109,,-0.3,0.5,0.2,0.2
Justin Patton,C,23,HOU,13,247,11.8,.488,.486,.057,5.8,15.7,10.6,8.2,2.3,5.1,5.3,13.1,,0.1,0.4,0.4,.087,,-3.8,1.7,-2.0,0.0
Chris Paul,PG,35,PHO,49,1568,20.5,.592,.293,.220,1.4,14.5,8.1,39.6,2.2,0.6,14.6,22.4,,4.2,2.2,6.4,.195,,2.7,1.4,4.1,2.4
Cameron Payne,PG,26,PHO,39,657,15.3,.581,.434,.137,1.6,13.2,7.6,29.2,1.7,1.2,15.1,17.9,,1.1,0.9,2.0,.144,,0.2,1.0,1.3,0.6
Elfrid Payton,PG,26,NYK,43,1141,12.5,.484,.166,.193,5.2,9.9,7.5,21.4,1.4,0.8,12.7,23.2,,-0.4,1.3,1.0,.041,,-2.1,-0.7,-2.8,-0.2
Norvel Pelle,C,27,TOT,5,35,9.2,.470,.000,.750,13.2,20.8,17.4,3.2,0.0,13.0,22.0,16.9,,0.0,0.1,0.0,.031,,-5.7,2.5,-3.2,0.0
Norvel Pelle,C,27,BRK,3,28,2.2,.429,.000,.000,12.6,15.3,14.0,0.0,0.0,9.3,30.0,15.6,,-0.1,0.0,0.0,-0.067,,-9.8,0.1,-9.7,-0.1
Norvel Pelle,C,27,SAC,1,4,30.3,.543,.000,4.000,27.2,0.0,13.8,28.0,0.0,0.0,0.0,29.5,,0.0,0.0,0.0,.372,,6.3,-4.9,1.4,0.0
Norvel Pelle,F-C,27,NYK,1,3,47.0,.568,,,0.0,100.0,53.8,0.0,0.0,64.8,0.0,13.0,,0.0,0.0,0.0,.489,,16.6,34.7,51.3,0.0
Reggie Perry,PF,20,BRK,18,188,11.4,.481,.271,.157,13.1,22.7,18.2,10.1,1.0,2.8,14.8,20.3,,0.0,0.2,0.2,.045,,-4.5,-1.3,-5.8,-0.2
Theo Pinson,SG,25,NYK,14,31,-10.0,.111,.889,.000,0.0,6.9,3.5,4.2,0.0,0.0,10.0,14.3,,-0.2,0.0,-0.2,-0.240,,-14.3,-3.9,-18.2,-0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mason Plumlee,C,30,DET,48,1310,18.2,.630,.021,.462,10.5,27.6,18.9,20.2,1.5,2.9,19.0,16.2,,2.5,1.8,4.3,.156,,-0.1,1.7,1.6,1.2
Jakob Poeltl,C,25,SAS,49,1255,17.1,.604,.000,.301,12.9,20.2,16.5,9.9,1.2,5.4,16.1,13.4,,1.9,1.8,3.7,.141,,-0.6,0.8,0.2,0.7
Vincent Poirier,C,27,PHI,10,39,1.6,.273,.083,.500,17.4,22.0,19.8,6.6,0.0,6.8,21.5,20.4,,-0.2,0.1,-0.1,-0.125,,-11.4,-3.2,-14.6,-0.1
Aleksej Pokusevski,PF,19,OKC,31,740,7.2,.437,.528,.091,3.3,17.7,10.5,12.1,0.9,3.7,17.1,19.4,,-1.6,0.8,-0.8,-0.053,,-4.6,-0.3,-4.9,-0.5
Jordan Poole,SG,21,GSW,30,522,15.1,.586,.566,.215,1.0,8.4,4.7,16.3,1.0,0.5,8.0,24.4,,0.6,0.3,1.0,.089,,1.5,-1.6,0.0,0.3
Jontay Porter,PF,21,MEM,5,19,-3.0,.357,.714,.000,11.0,40.2,25.3,6.7,5.0,0.0,41.7,26.6,,-0.2,0.1,-0.1,-0.255,,-16.9,-0.1,-17.0,-0.1
Kevin Porter Jr.,SG,20,HOU,14,425,12.3,.516,.403,.230,1.7,11.5,6.4,31.7,1.3,1.5,18.9,26.1,,-0.4,0.3,-0.1,-0.010,,-2.1,-1.7,-3.8,-0.2
Michael Porter Jr.,SF,22,DEN,41,1231,20.2,.657,.449,.169,7.0,21.5,14.4,4.8,1.0,3.0,7.8,20.4,,3.1,1.3,4.5,.174,,3.4,-1.2,2.2,1.3
Otto Porter,SF-PF,27,TOT,28,606,14.5,.552,.458,.185,5.2,22.3,13.9,12.8,1.3,0.6,9.2,19.1,,0.7,0.6,1.3,.102,,0.0,-0.5,-0.6,0.2
Otto Porter,SF,27,CHI,25,540,14.8,.566,.470,.183,5.9,22.3,14.2,12.9,1.1,0.6,10.3,19.3,,0.7,0.5,1.2,.108,,0.6,-0.9,-0.3,0.2
Otto Porter,PF,27,ORL,3,66,11.8,.441,.360,.200,0.0,23.0,11.1,11.4,3.0,0.0,0.0,17.8,,0.0,0.1,0.1,.058,,-5.3,2.3,-2.9,0.0
Bobby Portis,C,25,MIL,46,968,19.7,.615,.269,.106,8.7,25.4,17.4,7.1,1.7,1.6,7.8,19.6,,2.1,1.4,3.5,.175,,2.0,-0.5,1.6,0.9
Kristaps Porziņģis,C,25,DAL,32,985,21.5,.577,.385,.197,6.7,24.8,15.9,8.5,0.7,4.9,7.1,27.3,,1.6,1.3,3.0,.145,,2.6,-0.5,2.1,1.0
Dwight Powell,C,29,DAL,36,527,13.0,.591,.178,.654,8.9,15.8,12.5,7.6,1.6,2.2,11.6,13.1,,1.0,0.6,1.6,.142,,-2.5,0.6,-1.9,0.0
Norman Powell,SG-SF,27,TOT,48,1467,17.7,.640,.468,.307,1.9,9.1,5.4,9.4,1.9,0.7,10.6,23.9,,2.7,1.0,3.7,.122,,1.7,-0.5,1.2,1.2
Norman Powell,SG,27,TOR,42,1277,17.7,.645,.475,.288,1.6,9.5,5.4,10.0,1.8,0.6,10.8,24.1,,2.3,0.9,3.2,.122,,1.8,-0.6,1.2,1.0
Norman Powell,SF,27,POR,6,190,18.1,.600,.413,.453,4.3,6.5,5.4,5.5,3.1,1.4,9.1,22.4,,0.4,0.1,0.5,.119,,0.9,0.1,1.1,0.1
Taurean Prince,PF,26,TOT,33,717,11.2,.517,.480,.262,2.5,16.3,9.4,11.9,1.4,2.6,10.9,18.9,,0.1,0.7,0.7,.049,,-1.7,-0.8,-2.5,-0.1
Taurean Prince,PF,26,BRK,12,218,11.8,.565,.500,.365,1.1,15.7,8.7,4.2,1.8,3.2,11.4,19.3,,0.1,0.2,0.3,.064,,-2.7,-0.2,-2.9,0.0
Taurean Prince,PF,26,CLE,21,499,10.9,.495,.471,.218,3.1,16.5,9.6,15.2,1.2,2.3,10.8,18.6,,0.0,0.4,0.4,.042,,-1.2,-1.1,-2.3,0.0
Payton Pritchard,SG,23,BOS,46,881,11.4,.581,.566,.091,3.0,9.8,6.3,13.8,1.4,0.8,12.7,15.5,,1.0,0.6,1.6,.086,,-1.2,-0.7,-1.8,0.0
Immanuel Quickley,PG,21,NYK,47,921,16.5,.543,.508,.309,2.5,10.1,6.3,18.6,1.3,1.2,7.8,27.0,,1.3,1.1,2.4,.127,,1.8,-0.7,1.1,0.7
Jahmi'us Ramsey,SG,19,SAC,5,17,15.3,.700,.600,.000,0.0,26.4,13.0,8.2,0.0,4.9,16.7,15.1,,0.0,0.0,0.0,.064,,0.2,-1.4,-1.2,0.0
Chasson Randle,PG,27,ORL,22,466,6.5,.526,.587,.165,0.6,9.3,4.8,14.1,1.0,0.4,17.6,13.2,,-0.1,0.2,0.1,.012,,-5.4,-1.1,-6.4,-0.5
Julius Randle,PF,26,NYK,51,1886,19.7,.566,.279,.317,3.8,27.3,15.6,27.6,1.2,0.7,14.3,28.2,,2.4,3.1,5.5,.139,,2.9,0.9,3.8,2.8
Cam Reddish,SF,21,ATL,26,750,9.3,.488,.479,.312,3.3,11.7,7.6,6.6,2.2,1.1,10.2,19.3,,-0.3,0.7,0.4,.025,,-3.2,-0.4,-3.6,-0.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.J. Redick,SG,36,NOP,31,576,11.2,.575,.654,.220,0.6,9.4,5.0,9.5,0.8,0.3,9.6,19.1,,0.6,0.0,0.7,.056,,-1.0,-2.0,-3.0,-0.1
Paul Reed,PF,21,PHI,13,101,13.6,.466,.143,.048,13.4,15.9,14.7,7.5,2.4,6.1,14.0,21.1,,-0.1,0.2,0.1,.054,,-4.8,0.6,-4.1,-0.1
Naz Reid,C,21,MIN,50,954,18.6,.604,.291,.306,6.1,20.0,12.7,9.3,1.4,4.8,9.9,22.3,,1.4,0.9,2.4,.119,,0.0,-0.1,-0.1,0.5
Cameron Reynolds,SF,25,SAS,3,6,6.2,.500,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,,0.0,0.0,0.0,-0.014,,-6.1,-3.2,-9.3,0.0
Nick Richards,PF,23,CHO,13,51,6.9,.633,.000,1.571,4.2,15.0,9.6,2.6,0.0,0.0,20.2,12.5,,0.0,0.0,0.0,.042,,-5.2,-2.4,-7.6,-0.1
Josh Richardson,SG,27,DAL,40,1277,11.5,.550,.471,.200,2.9,9.2,6.1,12.4,1.4,1.1,11.9,17.8,,0.8,1.0,1.8,.067,,-1.5,-0.6,-2.1,0.0
Grant Riller,PG,23,CHO,1,5,-16.0,.000,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,,0.0,0.0,0.0,-0.420,,-16.4,-8.3,-24.7,0.0
Austin Rivers,SG,28,NYK,21,442,9.6,.545,.570,.104,1.2,10.2,5.7,14.1,1.4,0.0,13.5,16.3,,0.1,0.5,0.6,.063,,-2.3,-0.7,-3.0,-0.1
Andre Roberson,SG,29,BRK,5,63,4.2,.202,.571,.143,13.1,13.6,13.3,7.3,2.3,1.4,11.8,11.7,,-0.1,0.1,-0.1,-0.042,,-5.1,-1.2,-6.2,-0.1
Duncan Robinson,SF,26,MIA,51,1663,10.5,.629,.858,.110,0.3,12.4,6.6,8.1,0.8,0.8,10.3,16.0,,1.2,1.5,2.7,.079,,-0.4,-0.8,-1.2,0.3
Glenn Robinson III,SF,27,SAC,23,369,9.1,.554,.444,.232,3.2,10.3,6.7,7.0,0.5,0.7,9.2,13.9,,0.3,-0.1,0.2,.029,,-1.9,-2.8,-4.6,-0.2
Jerome Robinson,SG,23,WAS,17,305,4.1,.400,.442,.211,1.4,11.9,6.6,10.6,1.8,1.7,15.5,16.8,,-0.7,0.3,-0.4,-0.065,,-6.5,-1.1,-7.6,-0.4
Justin Robinson,G,23,OKC,2,37,7.5,.487,.727,.273,0.0,5.7,2.8,11.7,1.3,0.0,0.0,14.4,,0.0,0.0,0.0,.053,,-6.1,-1.5,-7.6,-0.1
Mitchell Robinson,C,22,NYK,31,853,17.8,.642,.000,.301,14.3,17.5,15.9,3.0,2.1,5.1,11.5,11.7,,1.7,1.6,3.4,.189,,-0.3,1.1,0.9,0.6
Isaiah Roby,PF,22,OKC,43,1008,12.9,.572,.239,.317,7.0,18.4,12.7,11.5,1.7,2.5,18.9,17.7,,0.2,1.2,1.4,.066,,-3.1,0.4,-2.7,-0.2
Rajon Rondo,PG,34,TOT,29,430,9.0,.467,.402,.017,1.6,13.0,7.4,31.6,2.4,0.6,27.6,16.4,,-0.4,0.4,0.0,.002,,-3.4,0.0,-3.3,-0.1
Rajon Rondo,PG,34,ATL,27,402,9.9,.478,.409,.018,1.1,13.6,7.5,32.6,2.3,0.4,26.0,16.2,,-0.2,0.4,0.1,.018,,-2.8,0.1,-2.7,-0.1
Rajon Rondo,G,34,LAC,2,28,-3.2,.286,.286,.000,8.2,3.9,6.0,17.8,3.5,3.1,46.2,20.5,,-0.2,0.0,-0.1,-0.227,,-11.6,-0.2,-11.8,-0.1
Derrick Rose,PG,32,TOT,31,742,15.9,.507,.224,.230,1.5,8.3,4.9,29.0,2.3,1.5,11.2,26.5,,0.2,0.9,1.0,.066,,0.3,-0.3,0.0,0.4
Derrick Rose,PG,32,DET,15,342,17.2,.517,.212,.272,1.9,7.7,4.7,32.8,2.6,1.0,12.3,30.0,,0.1,0.3,0.4,.052,,1.2,-0.8,0.4,0.2
Derrick Rose,PG,32,NYK,16,400,14.8,.496,.237,.186,1.1,8.8,5.0,25.7,2.0,1.9,9.9,23.5,,0.1,0.5,0.7,.078,,-0.5,0.1,-0.4,0.2
Terrence Ross,SG,29,ORL,41,1213,13.6,.529,.436,.216,1.2,11.5,6.2,13.1,1.8,1.5,9.8,24.8,,0.0,1.1,1.0,.040,,-1.0,-0.9,-2.0,0.0
Terry Rozier,SG,26,CHO,48,1610,17.4,.600,.521,.197,1.7,11.5,6.6,16.8,1.8,1.1,10.1,24.0,,2.5,1.3,3.8,.115,,2.6,-0.8,1.7,1.5
Ricky Rubio,PG,30,MIN,48,1271,13.2,.510,.388,.359,1.6,11.8,6.5,35.4,2.5,0.2,18.5,16.1,,1.1,0.8,1.9,.072,,-2.3,-0.3,-2.6,-0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,
D'Angelo Russell,PG,24,MIN,22,631,16.6,.541,.450,.217,1.8,8.4,5.0,29.1,1.7,1.5,12.6,30.1,,0.2,0.3,0.5,.038,,2.4,-1.9,0.5,0.4
Domantas Sabonis,PF,24,IND,47,1688,19.9,.593,.176,.404,7.9,27.3,17.6,25.3,1.6,1.3,16.8,24.3,,2.8,2.1,4.9,.139,,2.1,1.1,3.2,2.2
Luka Šamanić,PF,21,SAS,21,197,10.5,.529,.500,.313,6.3,20.4,13.2,7.9,1.0,1.8,15.2,19.0,,-0.1,0.2,0.1,.031,,-3.6,-1.4,-4.9,-0.1
JaKarr Sampson,PF,27,IND,20,153,12.7,.533,.145,.364,10.2,20.5,15.3,0.9,0.6,3.9,9.9,20.0,,0.0,0.2,0.2,.064,,-4.0,-2.3,-6.3,-0.2
Dario Šarić,C,26,PHO,32,582,15.8,.582,.404,.261,6.8,19.0,13.1,10.7,1.4,0.5,12.5,23.9,,0.6,0.8,1.4,.115,,-0.6,-0.8,-1.4,0.1
Tomáš Satoranský,SG,29,CHI,38,890,14.8,.636,.354,.229,2.8,9.8,6.4,28.2,1.7,0.9,21.2,15.0,,1.6,0.8,2.4,.128,,0.2,0.3,0.5,0.6
Dennis Schröder,SG,27,LAL,47,1488,13.3,.542,.262,.368,1.8,10.2,6.1,24.1,1.9,0.7,16.6,23.1,,0.5,2.3,2.8,.091,,-1.6,0.2,-1.4,0.2
